Gene_mouse,Gene_human,orthology_type,orthology_confidence
SAP30BP,SAP30BP,ortholog_one2one,1
SAP30L,SAP30L,ortholog_one2one,1
SAR1A,SAR1A,ortholog_one2one,1
SAR1B,SAR1B,ortholog_one2one,1
SARDH,SARDH,ortholog_one2one,1
SARM1,SARM1,ortholog_one2one,1
SARNP,SARNP,ortholog_one2one,1
SARS2,SARS2,ortholog_one2one,1
SART1,SART1,ortholog_one2one,1
SART3,SART3,ortholog_one2one,1
SASH1,SASH1,ortholog_one2one,1
SASH3,SASH3,ortholog_one2one,1
SAT2,SAT2,ortholog_one2one,1
SATB1,SATB1,ortholog_one2one,1
SAYSD1,SAYSD1,ortholog_one2one,1
SBDS,SBDS,ortholog_one2one,1
SBF1,SBF1,ortholog_one2one,1
SBF2,SBF2,ortholog_one2one,1
SBK2,SBK2,ortholog_one2one,1
SBNO1,SBNO1,ortholog_one2one,1
SC5D,SC5D,ortholog_one2one,1
SCAF1,SCAF1,ortholog_one2one,1
SCAF11,SCAF11,ortholog_one2one,1
SCAF4,SCAF4,ortholog_one2one,1
SCAF8,SCAF8,ortholog_one2one,1
SCAI,SCAI,ortholog_one2one,1
SCAPER,SCAPER,ortholog_one2one,1
SCCPDH,SCCPDH,ortholog_one2one,1
SCEL,SCEL,ortholog_one2one,1
SCFD1,SCFD1,ortholog_one2one,1
SCFD2,SCFD2,ortholog_one2one,1
SCGB1A1,SCGB1A1,ortholog_one2one,1
SCHIP1,SCHIP1,ortholog_one2one,1
SCIN,SCIN,ortholog_one2one,1
SCLY,SCLY,ortholog_one2one,1
SCN1A,SCN1A,ortholog_one2one,1
SCN1B,SCN1B,ortholog_one2one,1
SCN2B,SCN2B,ortholog_one2one,1
SCN4A,SCN4A,ortholog_one2one,1
SCN4B,SCN4B,ortholog_one2one,1
SCN7A,SCN7A,ortholog_one2one,1
SCN8A,SCN8A,ortholog_one2one,1
SCNN1B,SCNN1B,ortholog_one2one,1
SCP2,SCP2,ortholog_one2one,1
SCPEP1,SCPEP1,ortholog_one2one,1
SCRIB,SCRIB,ortholog_one2one,1
SCRN1,SCRN1,ortholog_one2one,1
SCRN2,SCRN2,ortholog_one2one,1
SCRN3,SCRN3,ortholog_one2one,1
SCUBE1,SCUBE1,ortholog_one2one,1
SCYL1,SCYL1,ortholog_one2one,1
SCYL2,SCYL2,ortholog_one2one,1
SCYL3,SCYL3,ortholog_one2one,1
SDCBP,SDCBP,ortholog_one2one,1
SDE2,SDE2,ortholog_one2one,1
SDF2L1,SDF2L1,ortholog_one2one,1
SDHA,SDHA,ortholog_one2one,1
SDHAF1,SDHAF1,ortholog_one2one,1
SDHB,SDHB,ortholog_one2one,1
SDHC,SDHC,ortholog_one2one,1
SDK2,SDK2,ortholog_one2one,1
SDR42E1,SDR42E1,ortholog_one2one,1
SDS,SDS,ortholog_one2one,1
SDSL,SDSL,ortholog_one2one,1
SEC13,SEC13,ortholog_one2one,1
SEC14L1,SEC14L1,ortholog_one2one,1
SEC14L2,SEC14L2,ortholog_one2one,1
SEC14L3,SEC14L3,ortholog_one2one,1
SEC14L4,SEC14L4,ortholog_one2one,1
SEC16A,SEC16A,ortholog_one2one,1
SEC16B,SEC16B,ortholog_one2one,1
SEC22A,SEC22A,ortholog_one2one,1
SEC23A,SEC23A,ortholog_one2one,1
SEC23B,SEC23B,ortholog_one2one,1
SEC23IP,SEC23IP,ortholog_one2one,1
SEC24A,SEC24A,ortholog_one2one,1
SEC24B,SEC24B,ortholog_one2one,1
SEC24C,SEC24C,ortholog_one2one,1
SEC24D,SEC24D,ortholog_one2one,1
SEC31A,SEC31A,ortholog_one2one,1
SEC31B,SEC31B,ortholog_one2one,1
SEC61B,SEC61B,ortholog_one2one,1
SEC62,SEC62,ortholog_one2one,1
SEC63,SEC63,ortholog_one2one,1
SECISBP2,SECISBP2,ortholog_one2one,1
SECISBP2L,SECISBP2L,ortholog_one2one,1
SEH1L,SEH1L,ortholog_one2one,1
SEL1L,SEL1L,ortholog_one2one,1
SELENBP1,SELENBP1,ortholog_one2many,1
SELENBP2,SELENBP1,ortholog_one2many,0
SELP,SELP,ortholog_one2one,1
SEMA3C,SEMA3C,ortholog_one2one,1
SEMA3G,SEMA3G,ortholog_one2one,1
SEMA4B,SEMA4B,ortholog_one2one,1
SEMA4C,SEMA4C,ortholog_one2one,1
SEMA6A,SEMA6A,ortholog_one2one,1
SEMA7A,SEMA7A,ortholog_one2one,1
SENP6,SENP6,ortholog_one2one,1
SENP7,SENP7,ortholog_one2one,1
SENP8,SENP8,ortholog_one2one,1
SEPHS1,SEPHS1,ortholog_one2one,1
SEPHS2,SEPHS2,ortholog_one2one,1
SEPSECS,SEPSECS,ortholog_one2one,1
SERAC1,SERAC1,ortholog_one2one,1
SERBP1,SERBP1,ortholog_one2one,1
SERGEF,SERGEF,ortholog_one2one,1
SERHL,SERHL2,ortholog_one2one,1
SERINC1,SERINC1,ortholog_one2one,1
SERINC3,SERINC3,ortholog_one2one,1
SERPINA10,SERPINA10,ortholog_one2one,1
SERPINA1F,SERPINA2,ortholog_one2one,0
SERPINA3C,SERPINA3,ortholog_one2many,0
SERPINA3K,SERPINA3,ortholog_one2many,1
SERPINA3N,SERPINA3,ortholog_one2many,1
SERPINB2,SERPINB2,ortholog_one2one,1
SERPINB6B,SERPINB6,ortholog_one2many,0
SERPINB8,SERPINB8,ortholog_one2one,1
SERPINB9,SERPINB9,ortholog_one2many,0
SERPINC1,SERPINC1,ortholog_one2one,1
SERPIND1,SERPIND1,ortholog_one2one,1
SERPINE2,SERPINE2,ortholog_one2one,1
SERPINF1,SERPINF1,ortholog_one2one,1
SERPING1,SERPING1,ortholog_one2one,1
SERPINH1,SERPINH1,ortholog_one2one,1
SERTAD4,SERTAD4,ortholog_one2one,1
SESTD1,SESTD1,ortholog_one2one,1
SETD1B,SETD1B,ortholog_one2one,1
SETD2,SETD2,ortholog_one2one,1
SETD3,SETD3,ortholog_one2one,1
SETD7,SETD7,ortholog_one2one,1
SETDB2,SETDB2,ortholog_one2one,1
SETX,SETX,ortholog_one2one,1
SF1,SF1,ortholog_one2one,1
SF3A1,SF3A1,ortholog_one2one,1
SF3A2,SF3A2,ortholog_one2one,1
SF3A3,SF3A3,ortholog_one2one,1
SF3B1,SF3B1,ortholog_one2one,1
SF3B3,SF3B3,ortholog_one2one,1
SFMBT1,SFMBT1,ortholog_one2one,1
SFN,SFN,ortholog_one2one,1
SFR1,SFR1,ortholog_one2one,0
SFSWAP,SFSWAP,ortholog_one2one,1
SFTPA1,SFTPA1,ortholog_one2many,1
SFTPA1,SFTPA2,ortholog_one2many,1
SFXN1,SFXN1,ortholog_one2one,1
SFXN2,SFXN2,ortholog_one2one,1
SFXN3,SFXN3,ortholog_one2one,1
SFXN5,SFXN5,ortholog_one2one,1
SGCD,SGCD,ortholog_one2one,1
SGK2,SGK2,ortholog_one2one,1
SGK3,SGK3,ortholog_one2one,1
SGPL1,SGPL1,ortholog_one2one,1
SGPP1,SGPP1,ortholog_one2one,1
SGSM1,SGSM1,ortholog_one2one,1
SGSM3,SGSM3,ortholog_one2one,1
SGTA,SGTA,ortholog_one2one,1
SGTB,SGTB,ortholog_one2one,1
SH2B1,SH2B1,ortholog_one2one,1
SH2B2,SH2B2,ortholog_one2one,1
SH2D2A,SH2D2A,ortholog_one2one,1
SH2D3C,SH2D3C,ortholog_one2one,1
SH2D4A,SH2D4A,ortholog_one2one,1
SH2D5,SH2D5,ortholog_one2one,1
SH3BGRL,SH3BGRL,ortholog_one2one,1
SH3BGRL2,SH3BGRL2,ortholog_one2one,1
SH3BP1,SH3BP1,ortholog_one2one,1
SH3BP4,SH3BP4,ortholog_one2one,1
SH3BP5,SH3BP5,ortholog_one2one,1
SH3BP5L,SH3BP5L,ortholog_one2one,1
SH3D19,SH3D19,ortholog_one2one,1
SH3GL1,SH3GL1,ortholog_one2one,1
SH3GL2,SH3GL2,ortholog_one2one,1
SH3GL3,SH3GL3,ortholog_one2one,1
SH3GLB2,SH3GLB2,ortholog_one2one,1
SH3KBP1,SH3KBP1,ortholog_one2one,1
SH3PXD2A,SH3PXD2A,ortholog_one2one,1
SH3PXD2B,SH3PXD2B,ortholog_one2one,1
SH3TC1,SH3TC1,ortholog_one2one,1
SHANK1,SHANK1,ortholog_one2one,1
SHANK2,SHANK2,ortholog_one2one,1
SHANK3,SHANK3,ortholog_one2one,1
SHC1,SHC1,ortholog_one2one,1
SHC3,SHC3,ortholog_one2one,1
SHCBP1,SHCBP1,ortholog_one2one,1
SHD,SHD,ortholog_one2one,1
SHE,SHE,ortholog_one2one,1
SHISA9,SHISA9,ortholog_one2one,1
SHMT1,SHMT1,ortholog_one2one,1
SHMT2,SHMT2,ortholog_one2one,1
SHPK,SHPK,ortholog_one2one,1
SHPRH,SHPRH,ortholog_one2one,1
SHROOM2,SHROOM2,ortholog_one2one,1
SHROOM3,SHROOM3,ortholog_one2one,1
SHROOM4,SHROOM4,ortholog_one2one,1
SIAH1A,SIAH1,ortholog_one2many,1
SIDT2,SIDT2,ortholog_one2one,1
SIGIRR,SIGIRR,ortholog_one2one,1
SIGLEC1,SIGLEC1,ortholog_one2one,1
SIK2,SIK2,ortholog_one2one,1
SIK3,SIK3,ortholog_one2one,1
SIKE1,SIKE1,ortholog_one2one,1
SIN3A,SIN3A,ortholog_one2one,1
SIN3B,SIN3B,ortholog_one2one,1
SIPA1,SIPA1,ortholog_one2one,1
SIPA1L1,SIPA1L1,ortholog_one2one,1
SIPA1L2,SIPA1L2,ortholog_one2one,1
SIPA1L3,SIPA1L3,ortholog_one2one,1
SIRPA,SIRPA,ortholog_many2many,1
SIRPA,SIRPB1,ortholog_many2many,0
SIRPA,SIRPG,ortholog_many2many,0
SIRT1,SIRT1,ortholog_one2one,1
SIRT2,SIRT2,ortholog_one2one,1
SIRT4,SIRT4,ortholog_one2one,1
SIRT5,SIRT5,ortholog_one2one,1
SIRT6,SIRT6,ortholog_one2one,1
SIRT7,SIRT7,ortholog_one2one,1
SKAP1,SKAP1,ortholog_one2one,1
SKAP2,SKAP2,ortholog_one2one,1
SKI,SKI,ortholog_one2one,1
SKP1,SKP1,ortholog_one2one,1
SLA,SLA,ortholog_one2one,1
SLAIN2,SLAIN2,ortholog_one2one,1
SLC10A1,SLC10A1,ortholog_one2one,1
SLC10A5,SLC10A5,ortholog_one2one,1
SLC10A7,SLC10A7,ortholog_one2one,1
SLC11A2,SLC11A2,ortholog_one2one,1
SLC12A1,SLC12A1,ortholog_one2one,1
SLC12A2,SLC12A2,ortholog_one2one,1
SLC12A3,SLC12A3,ortholog_one2one,1
SLC12A4,SLC12A4,ortholog_one2one,1
SLC12A5,SLC12A5,ortholog_one2one,1
SLC12A6,SLC12A6,ortholog_one2one,1
SLC12A7,SLC12A7,ortholog_one2one,1
SLC12A9,SLC12A9,ortholog_one2one,1
SLC14A1,SLC14A1,ortholog_one2one,1
SLC15A4,SLC15A4,ortholog_one2one,1
SLC17A1,SLC17A1,ortholog_one2one,1
SLC17A6,SLC17A6,ortholog_one2one,1
SLC19A1,SLC19A1,ortholog_one2one,1
SLC1A1,SLC1A1,ortholog_one2one,1
SLC1A2,SLC1A2,ortholog_one2one,1
SLC1A3,SLC1A3,ortholog_one2one,1
SLC1A5,SLC1A5,ortholog_one2one,1
SLC1A6,SLC1A6,ortholog_one2one,1
SLC22A1,SLC22A1,ortholog_one2one,1
SLC22A12,SLC22A12,ortholog_one2one,1
SLC22A17,SLC22A17,ortholog_one2one,1
SLC22A18,SLC67A1,ortholog_one2one,1
SLC22A2,SLC22A2,ortholog_one2one,1
SLC22A23,SLC22A23,ortholog_one2one,1
SLC22A26,SLC22A9,ortholog_one2many,1
SLC22A28,SLC22A9,ortholog_one2many,1
SLC22A3,SLC22A3,ortholog_one2one,1
SLC22A6,SLC22A6,ortholog_one2one,1
SLC22A7,SLC22A7,ortholog_one2one,1
SLC23A1,SLC23A1,ortholog_one2one,1
SLC23A2,SLC23A2,ortholog_one2one,1
SLC23A3,SLC23A3,ortholog_one2one,1
SLC24A2,SLC24A2,ortholog_one2one,1
SLC25A1,SLC25A1,ortholog_one2one,1
SLC25A10,SLC25A10,ortholog_one2one,1
SLC25A11,SLC25A11,ortholog_one2one,1
SLC25A12,SLC25A12,ortholog_one2one,1
SLC25A13,SLC25A13,ortholog_one2one,1
SLC25A15,SLC25A15,ortholog_one2one,1
SLC25A16,SLC25A16,ortholog_one2one,1
SLC25A18,SLC25A18,ortholog_one2one,1
SLC25A19,SLC25A19,ortholog_one2one,1
SLC25A20,SLC25A20,ortholog_one2one,1
SLC25A21,SLC25A21,ortholog_one2one,1
SLC25A22,SLC25A22,ortholog_one2one,1
SLC25A23,SLC25A23,ortholog_one2one,1
SLC25A24,SLC25A24,ortholog_one2one,1
SLC25A25,SLC25A25,ortholog_one2one,1
SLC25A26,SLC25A26,ortholog_one2one,1
SLC25A3,SLC25A3,ortholog_one2one,1
SLC25A30,SLC25A30,ortholog_one2one,1
SLC25A31,SLC25A31,ortholog_one2one,1
SLC25A32,SLC25A32,ortholog_one2one,1
SLC25A34,SLC25A34,ortholog_one2one,1
SLC25A35,SLC25A35,ortholog_one2one,1
SLC25A36,SLC25A36,ortholog_one2one,1
SLC25A4,SLC25A4,ortholog_one2one,1
SLC25A40,SLC25A40,ortholog_one2one,1
SLC25A42,SLC25A42,ortholog_one2one,1
SLC25A45,SLC25A45,ortholog_one2one,1
SLC25A46,SLC25A46,ortholog_one2one,1
SLC25A48,SLC25A48,ortholog_one2one,1
SLC25A5,SLC25A5,ortholog_one2one,1
SLC25A51,SLC25A51,ortholog_one2many,1
SLC25A51,SLC25A52,ortholog_one2many,1
SLC26A1,SLC26A1,ortholog_one2one,1
SLC26A4,SLC26A4,ortholog_one2one,1
SLC27A1,SLC27A1,ortholog_one2one,1
SLC27A2,SLC27A2,ortholog_one2one,1
SLC27A3,SLC27A3,ortholog_one2one,1
SLC27A4,SLC27A4,ortholog_one2one,1
SLC27A5,SLC27A5,ortholog_one2one,1
SLC28A2,SLC28A2,ortholog_one2many,1
SLC29A1,SLC29A1,ortholog_one2one,1
SLC2A13,SLC2A13,ortholog_one2one,1
SLC2A2,SLC2A2,ortholog_one2one,1
SLC30A1,SLC30A1,ortholog_one2one,1
SLC30A10,SLC30A10,ortholog_one2one,1
SLC30A3,SLC30A3,ortholog_one2one,1
SLC30A7,SLC30A7,ortholog_one2one,1
SLC31A1,SLC31A1,ortholog_one2one,1
SLC32A1,SLC32A1,ortholog_one2one,1
SLC34A1,SLC34A1,ortholog_one2one,1
SLC34A2,SLC34A2,ortholog_one2one,1
SLC34A3,SLC34A3,ortholog_one2one,1
SLC35A2,SLC35A2,ortholog_one2one,1
SLC35E2,SLC35E2B,ortholog_one2one,1
SLC35F6,SLC35F6,ortholog_one2one,1
SLC38A3,SLC38A3,ortholog_one2one,1
SLC38A4,SLC38A4,ortholog_one2one,1
SLC38A7,SLC38A7,ortholog_one2one,1
SLC38A9,SLC38A9,ortholog_one2one,1
SLC3A1,SLC3A1,ortholog_one2one,1
SLC43A1,SLC43A1,ortholog_one2one,1
SLC43A2,SLC43A2,ortholog_one2one,1
SLC43A3,SLC43A3,ortholog_one2one,1
SLC44A1,SLC44A1,ortholog_one2one,1
SLC44A2,SLC44A2,ortholog_one2one,1
SLC47A1,SLC47A1,ortholog_one2one,1
SLC4A1,SLC4A1,ortholog_one2one,1
SLC4A10,SLC4A10,ortholog_one2one,1
SLC4A1AP,SLC4A1AP,ortholog_one2one,1
SLC4A3,SLC4A3,ortholog_one2one,1
SLC4A4,SLC4A4,ortholog_one2one,1
SLC4A7,SLC4A7,ortholog_one2one,1
SLC4A8,SLC4A8,ortholog_one2one,1
SLC51A,SLC51A,ortholog_one2one,1
SLC5A3,SLC5A3,ortholog_one2one,1
SLC5A8,SLC5A8,ortholog_one2one,1
SLC5A9,SLC5A9,ortholog_one2one,1
SLC6A1,SLC6A1,ortholog_one2one,1
SLC6A11,SLC6A11,ortholog_one2one,1
SLC6A12,SLC6A12,ortholog_one2one,1
SLC6A13,SLC6A13,ortholog_one2one,1
SLC6A17,SLC6A17,ortholog_one2one,1
SLC6A18,SLC6A18,ortholog_one2one,1
SLC6A2,SLC6A2,ortholog_one2one,1
SLC6A20B,SLC6A20,ortholog_one2many,1
SLC6A3,SLC6A3,ortholog_one2one,1
SLC6A4,SLC6A4,ortholog_one2one,1
SLC6A5,SLC6A5,ortholog_one2one,1
SLC6A9,SLC6A9,ortholog_one2one,1
SLC7A1,SLC7A1,ortholog_one2one,1
SLC7A10,SLC7A10,ortholog_one2one,1
SLC7A14,SLC7A14,ortholog_one2one,1
SLC7A2,SLC7A2,ortholog_one2one,1
SLC7A3,SLC7A3,ortholog_one2one,1
SLC7A6OS,SLC7A6OS,ortholog_one2one,1
SLC7A7,SLC7A7,ortholog_one2one,1
SLC7A8,SLC7A8,ortholog_one2one,1
SLC8A1,SLC8A1,ortholog_one2one,1
SLC8A2,SLC8A2,ortholog_one2one,1
SLC8B1,SLC8B1,ortholog_one2one,1
SLC9A1,SLC9A1,ortholog_one2one,1
SLC9A2,SLC9A2,ortholog_one2one,1
SLC9A3,SLC9A3,ortholog_one2one,1
SLC9A6,SLC9A6,ortholog_one2one,1
SLC9A9,SLC9A9,ortholog_one2one,1
SLCO1A1,SLCO1A2,ortholog_one2many,1
SLCO1A4,SLCO1A2,ortholog_one2many,1
SLCO1A6,SLCO1A2,ortholog_one2many,1
SLCO1B2,SLCO1B1,ortholog_one2many,1
SLCO1B2,SLCO1B3,ortholog_one2many,1
SLCO1C1,SLCO1C1,ortholog_one2one,1
SLCO2A1,SLCO2A1,ortholog_one2one,1
SLCO3A1,SLCO3A1,ortholog_one2one,1
SLFN1,SLFN12,ortholog_many2many,0
SLFN1,SLFN12L,ortholog_many2many,0
SLFN14,SLFN14,ortholog_one2one,1
SLFN5,SLFN5,ortholog_one2one,1
SLFN9,SLFN11,ortholog_many2many,1
SLFN9,SLFN13,ortholog_many2many,0
SLIRP,SLIRP,ortholog_one2one,1
SLITRK5,SLITRK5,ortholog_one2one,1
SLK,SLK,ortholog_one2one,1
SLMAP,SLMAP,ortholog_one2one,1
SLTM,SLTM,ortholog_one2one,1
SLU7,SLU7,ortholog_one2one,1
SMAD1,SMAD1,ortholog_one2one,1
SMAD2,SMAD2,ortholog_one2one,1
SMAD4,SMAD4,ortholog_one2one,1
SMAP1,SMAP1,ortholog_one2one,1
SMAP2,SMAP2,ortholog_one2one,1
SMARCA1,SMARCA1,ortholog_one2one,1
SMARCA2,SMARCA2,ortholog_one2one,1
SMARCA4,SMARCA4,ortholog_one2one,1
SMARCA5,SMARCA5,ortholog_one2one,1
SMARCAD1,SMARCAD1,ortholog_one2one,1
SMARCB1,SMARCB1,ortholog_one2one,1
SMARCC1,SMARCC1,ortholog_one2one,1
SMARCC2,SMARCC2,ortholog_one2one,1
SMARCD1,SMARCD1,ortholog_one2one,1
SMARCD2,SMARCD2,ortholog_one2one,1
SMC1A,SMC1A,ortholog_one2one,1
SMC2,SMC2,ortholog_one2one,1
SMC3,SMC3,ortholog_one2one,1
SMC4,SMC4,ortholog_one2one,1
SMC5,SMC5,ortholog_one2one,1
SMC6,SMC6,ortholog_one2one,1
SMCHD1,SMCHD1,ortholog_one2one,1
SMCO1,SMCO1,ortholog_one2one,1
SMCR8,SMCR8,ortholog_one2one,1
SMG1,SMG1,ortholog_one2one,1
SMG5,SMG5,ortholog_one2one,1
SMG6,SMG6,ortholog_one2one,1
SMG7,SMG7,ortholog_one2one,1
SMG8,SMG8,ortholog_one2one,1
SMG9,SMG9,ortholog_one2one,1
SMIM1,SMIM1,ortholog_one2one,1
SMN1,SMN1,ortholog_one2many,1
SMN1,SMN2,ortholog_one2many,1
SMNDC1,SMNDC1,ortholog_one2one,1
SMOX,SMOX,ortholog_one2one,1
SMPD2,SMPD2,ortholog_one2one,1
SMPD3,SMPD3,ortholog_one2one,1
SMPD4,SMPD4,ortholog_one2one,1
SMPDL3A,SMPDL3A,ortholog_one2one,1
SMS,SMS,ortholog_one2one,1
SMTN,SMTN,ortholog_one2one,1
SMTNL1,SMTNL1,ortholog_one2one,1
SMTNL2,SMTNL2,ortholog_one2one,1
SMU1,SMU1,ortholog_one2one,1
SMUG1,SMUG1,ortholog_one2one,1
SMURF2,SMURF2,ortholog_one2one,1
SMYD1,SMYD1,ortholog_one2one,1
SMYD2,SMYD2,ortholog_one2one,1
SMYD5,SMYD5,ortholog_one2one,1
SNAP47,SNAP47,ortholog_one2one,1
SNAP91,SNAP91,ortholog_one2one,1
SNAPIN,SNAPIN,ortholog_one2one,1
SND1,SND1,ortholog_one2one,1
SNF8,SNF8,ortholog_one2one,1
SNPH,SNPH,ortholog_one2one,1
SNRK,SNRK,ortholog_one2one,1
SNRNP200,SNRNP200,ortholog_one2one,1
SNRNP40,SNRNP40,ortholog_one2one,1
SNRNP48,SNRNP48,ortholog_one2one,1
SNRNP70,SNRNP70,ortholog_one2one,1
SNRPB,SNRPB,ortholog_one2one,1
SNRPC,SNRPC,ortholog_one2one,1
SNRPD2,SNRPD2,ortholog_one2one,1
SNRPD3,SNRPD3,ortholog_one2one,1
SNRPF,SNRPF,ortholog_one2one,1
SNTA1,SNTA1,ortholog_one2one,1
SNTB2,SNTB2,ortholog_one2one,1
SNW1,SNW1,ortholog_one2one,1
SNX1,SNX1,ortholog_one2one,1
SNX12,SNX12,ortholog_one2one,1
SNX13,SNX13,ortholog_one2one,1
SNX16,SNX16,ortholog_one2one,1
SNX17,SNX17,ortholog_one2one,1
SNX18,SNX18,ortholog_one2one,1
SNX2,SNX2,ortholog_one2one,1
SNX21,SNX21,ortholog_one2one,1
SNX25,SNX25,ortholog_one2one,1
SNX27,SNX27,ortholog_one2one,1
SNX29,SNX29,ortholog_one2one,1
SNX3,SNX3,ortholog_one2one,1
SNX30,SNX30,ortholog_one2one,1
SNX33,SNX33,ortholog_one2one,1
SNX4,SNX4,ortholog_one2one,1
SNX5,SNX5,ortholog_one2one,1
SNX6,SNX6,ortholog_one2one,1
SNX7,SNX7,ortholog_one2one,1
SNX8,SNX8,ortholog_one2one,1
SNX9,SNX9,ortholog_one2one,1
SOAT1,SOAT1,ortholog_one2one,1
SOAT2,SOAT2,ortholog_one2one,1
SOD1,SOD1,ortholog_one2one,1
SOD3,SOD3,ortholog_one2one,1
SON,SON,ortholog_one2one,1
SORBS1,SORBS1,ortholog_one2one,1
SORBS2,SORBS2,ortholog_one2one,1
SORBS3,SORBS3,ortholog_one2one,1
SORCS2,SORCS2,ortholog_one2one,1
SORCS3,SORCS3,ortholog_one2one,1
SORD,SORD,ortholog_one2one,1
SORL1,SORL1,ortholog_one2one,1
SORT1,SORT1,ortholog_one2one,1
SOS1,SOS1,ortholog_one2one,1
SOS2,SOS2,ortholog_one2one,1
SOWAHC,SOWAHC,ortholog_one2one,1
SP1,SP1,ortholog_one2one,1
SP100,SP140,ortholog_one2one,0
SP110,SP110,ortholog_one2many,0
SP2,SP2,ortholog_one2one,1
SP4,SP4,ortholog_one2one,1
SPAG1,SPAG1,ortholog_one2one,1
SPAG7,SPAG7,ortholog_one2one,1
SPAG9,SPAG9,ortholog_one2one,1
SPAST,SPAST,ortholog_one2one,1
SPATA13,SPATA13,ortholog_one2one,1
SPATA18,SPATA18,ortholog_one2one,1
SPATA2,SPATA2,ortholog_one2one,1
SPATA2L,SPATA2L,ortholog_one2one,1
SPATA6,SPATA6,ortholog_one2one,1
SPATC1,SPATC1,ortholog_one2one,1
SPATS2,SPATS2,ortholog_one2one,1
SPATS2L,SPATS2L,ortholog_one2one,1
SPC25,SPC25,ortholog_one2one,1
SPCS2,SPCS2,ortholog_one2one,1
SPECC1,SPECC1,ortholog_one2one,1
SPECC1L,SPECC1L,ortholog_one2one,1
SPEG,SPEG,ortholog_one2one,1
SPG11,SPG11,ortholog_one2one,1
SPG21,SPG21,ortholog_one2one,1
SPG7,SPG7,ortholog_one2one,1
SPHK1,SPHK1,ortholog_one2one,1
SPHK2,SPHK2,ortholog_one2one,1
SPHKAP,SPHKAP,ortholog_one2one,1
SPICE1,SPICE1,ortholog_one2one,1
SPIN1,SPIN1,ortholog_one2one,1
SPNS1,SPNS1,ortholog_one2one,1
SPNS2,SPNS2,ortholog_one2one,1
SPON1,SPON1,ortholog_one2one,1
SPR,SPR,ortholog_one2one,1
SPRED1,SPRED1,ortholog_one2one,1
SPRED2,SPRED2,ortholog_one2one,1
SPRY2,SPRY2,ortholog_one2one,1
SPRYD3,SPRYD3,ortholog_one2one,1
SPRYD4,SPRYD4,ortholog_one2one,1
SPRYD7,SPRYD7,ortholog_one2one,1
SPSB2,SPSB2,ortholog_one2one,1
SPTA1,SPTA1,ortholog_one2one,1
SPTAN1,SPTAN1,ortholog_one2one,1
SPTB,SPTB,ortholog_one2one,1
SPTBN1,SPTBN1,ortholog_one2one,1
SPTBN2,SPTBN2,ortholog_one2one,1
SPTBN4,SPTBN4,ortholog_one2one,1
SPTBN5,SPTBN5,ortholog_one2one,1
SPTLC1,SPTLC1,ortholog_one2one,1
SPTLC2,SPTLC2,ortholog_one2one,1
SQLE,SQLE,ortholog_one2one,1
SQSTM1,SQSTM1,ortholog_one2one,1
SRA1,SRA1,ortholog_one2one,1
SRBD1,SRBD1,ortholog_one2one,1
SRC,SRC,ortholog_one2one,1
SRCAP,SRCAP,ortholog_one2one,1
SRCIN1,SRCIN1,ortholog_one2one,1
SRD5A3,SRD5A3,ortholog_one2one,1
SREBF1,SREBF1,ortholog_one2one,1
SRGAP1,SRGAP1,ortholog_one2one,1
SRGAP2,SRGAP2,ortholog_one2many,1
SRGAP2,SRGAP2B,ortholog_one2many,0
SRGAP2,SRGAP2C,ortholog_one2many,0
SRGAP3,SRGAP3,ortholog_one2one,1
SRL,SRL,ortholog_one2one,0
SRM,SRM,ortholog_one2one,1
SRP19,SRP19,ortholog_one2one,1
SRP68,SRP68,ortholog_one2one,1
SRP72,SRP72,ortholog_one2one,1
SRP9,SRP9,ortholog_one2one,1
SRPK1,SRPK1,ortholog_one2one,1
SRPK2,SRPK2,ortholog_one2one,1
SRPRB,SRPRB,ortholog_one2one,1
SRR,SRR,ortholog_one2one,1
SRRM1,SRRM1,ortholog_one2one,1
SRRM2,SRRM2,ortholog_one2one,1
SRRT,SRRT,ortholog_one2one,1
SRSF1,SRSF1,ortholog_one2one,1
SRSF10,SRSF10,ortholog_one2one,1
SRSF5,SRSF5,ortholog_one2one,1
SRSF6,SRSF6,ortholog_one2one,1
SRSF7,SRSF7,ortholog_one2one,1
SRSF9,SRSF9,ortholog_one2one,1
SRXN1,SRXN1,ortholog_one2one,1
SS18L1,SS18L1,ortholog_one2one,1
SSB,SSB,ortholog_one2one,1
SSH2,SSH2,ortholog_one2one,1
SSH3,SSH3,ortholog_one2one,1
SSRP1,SSRP1,ortholog_one2one,1
SSU72,SSU72,ortholog_one2one,1
ST13,ST13,ortholog_one2one,1
STAB2,STAB2,ortholog_one2one,1
STAC2,STAC2,ortholog_one2one,1
STAC3,STAC3,ortholog_one2one,1
STAG1,STAG1,ortholog_one2one,1
STAG2,STAG2,ortholog_one2one,1
STAM2,STAM2,ortholog_one2one,1
STAMBP,STAMBP,ortholog_one2one,1
STAR,STAR,ortholog_one2one,1
STARD10,STARD10,ortholog_one2one,1
STARD13,STARD13,ortholog_one2one,1
STARD3,STARD3,ortholog_one2one,1
STARD8,STARD8,ortholog_one2one,1
STAT1,STAT1,ortholog_one2one,1
STAT2,STAT2,ortholog_one2one,1
STAT3,STAT3,ortholog_one2one,1
STAT4,STAT4,ortholog_one2one,1
STAT5A,STAT5A,ortholog_one2one,1
